window_start,train_loss,eval_loss,mae,rmse,r2
1398,0.11514722810851204,0.21186116337776184,0.0813111960887909,0.10901490607618515,0.9455228447914124
1404,0.1150315421157413,0.21705228090286255,0.0820297971367836,0.11181539426787086,0.9413855671882629
1410,0.1168646326329973,0.21381819248199463,0.08284468948841095,0.1114249937345607,0.9403736591339111
1416,0.11659191250801086,0.213359072804451,0.07911480963230133,0.10724261672664306,0.9425517320632935
1422,0.11754966523912218,0.2125024050474167,0.0804600790143013,0.1079813002042482,0.9392304420471191
1428,0.11913067075941297,0.22038273513317108,0.08222885429859161,0.11157337580489533,0.9328645467758179
1434,0.12132454964849684,0.224950909614563,0.08258404582738876,0.11228081822703809,0.9297666549682617
1440,0.12375740157233345,0.22270867228507996,0.08018632978200912,0.10928040057859319,0.9313570857048035
1446,0.12432339244418673,0.2295009195804596,0.08706598728895187,0.11795752974070504,0.9178007245063782
1452,0.1237915919886695,0.22939972579479218,0.08146876841783524,0.1110221690800097,0.9251875281333923
1458,0.1247215411398146,0.22425450384616852,0.07708404958248138,0.10475421743847796,0.9314167499542236
1464,0.1250148148006863,0.22520315647125244,0.07865346968173981,0.10732502038880187,0.9251016974449158
1470,0.1262390732765198,0.2234485000371933,0.07745806127786636,0.10598765866674548,0.9233128428459167
1476,0.12603752692540487,0.22440898418426514,0.07719820737838745,0.10520043504766884,0.9197267889976501
1482,0.12504761351479424,0.22464267909526825,0.07559116929769516,0.10397440532235432,0.9168330430984497
1488,0.12652431699964736,0.22236692905426025,0.0752299427986145,0.10291683000900392,0.9141443967819214
1494,0.1301247705353631,0.22007618844509125,0.07548791915178299,0.10332716574772348,0.9084107279777527
1500,0.13074687984254624,0.2235085517168045,0.07588014006614685,0.1030268194537811,0.9032440185546875
1506,0.13020741436216565,0.22183693945407867,0.07421398162841797,0.10059955652868667,0.9022929668426514
1512,0.13020722733603585,0.21779896318912506,0.07149794697761536,0.09849752458013078,0.9024994969367981
